FID,Project,StationName,TripCode,TripDate_UTC,SampleTime_Local,Latitude,Longitude,SecchiDepth_m,SampleDepth_m,SampleID,Salinity,Salinity_flag,DIC_umolkg,DIC_flag,Alkalinity_umolkg,Alkalinity_flag,Oxygen_umolL,Oxygen_flag,Ammonium_umolL,Ammonium_flag,Nitrate_umolL,Nitrate_flag,Nitrite_umolL,Nitrite_flag,Phosphate_umolL,Phosphate_flag,Silicate_umolL,Silicate_flag,TSSorganic_mgL,TSSinorganic_mgL,TSS_mgL,TSSall_flag,Prochlorococcus_cellsmL,Prochlorococcus_flag,Synechococcus_cellsmL,Synechococcus_flag,Picoeukaryotes_cellsmL,Picoeukaryotes_flag,Allo_mgm3,AlphaBetaCar_mgm3,Anth_mgm3,Asta_mgm3,BetaBetaCar_mgm3,BetaEpiCar_mgm3,Butfuco_mgm3,Cantha_mgm3,CphlA_mgm3,CphlB_mgm3,CphlC1_mgm3,CphlC2_mgm3,CphlC3_mgm3,CphlC1C2_mgm3,CphlideA_mgm3,Diadchr_mgm3,Diadino_mgm3,Diato_mgm3,Dino_mgm3,DvCphlA+CphlA_mgm3,DvCphlA_mgm3,DvCphlB+CphlB_mgm3,DvCphlB_mgm3,Echin_mgm3,Fuco_mgm3,Gyro_mgm3,Hexfuco_mgm3,Ketohexfuco_mgm3,Lut_mgm3,Lyco_mgm3,MgDvp_mgm3,Neo_mgm3,Perid_mgm3,PhideA_mgm3,PhytinA_mgm3,PhytinB_mgm3,Pras_mgm3,PyrophideA_mgm3,PyrophytinA_mgm3,Viola_mgm3,Zea_mgm3,Pigments_flag,AustralianMicrobiomeId,geom
combined_bgc_data.fid--1accc36f_191f80e2cba_47a4,NRS,Maria Island,MAI20220616,2022-06-16,2022-06-16 10:57:00,-42.5967,148.2333,15,0,MAI20220616_0,35.383,1,2107.96,1,2328.02,1,255.7,1,0,6,3.8,1,0.12,1,0.4,1,1.1,1,0.1,0.1,0.2,0,1523.5,1,14683.5,1,10382.5,1,0.019,0.011,0,0,,,0.025,0,0.314,0.071,0,0.045,0.019,,0.02,,0.01,0,0,0.314,0,0.071,0,0,0.023,0,0.042,0,0.002,,0,0.011,0.006,0,0,0,0.025,0,0,0.009,0.009,1,http://hdl.handle.net/102.100.100/400856,POINT (148.23333 -42.59667)
combined_bgc_data.fid--1accc36f_191f80e2cba_47a5,NRS,Maria Island,MAI20220616,2022-06-16,2022-06-16 10:57:00,-42.5967,148.2333,15,10,MAI20220616_10,35.382,1,2106.79,1,2327.2,1,255.6,1,0,6,3.8,1,0.12,1,0.4,1,1.1,1,,,,,1006.5,1,13924.5,1,9840,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid--1accc36f_191f80e2cba_47a6,NRS,Maria Island,MAI20220616,2022-06-16,2022-06-16 10:57:00,-42.5967,148.2333,15,20,MAI20220616_20,35.381,1,,9,,9,254.9,1,0,6,3.7,1,0.15,1,0.38,1,1.1,1,,,,,1319,1,12479.5,1,9338.5,1,0.015,0.009,0,0,,,0.026,0,0.289,0.071,0,0.044,0.021,,0.017,,0.006,0,0,0.289,0,0.071,0,0,0.026,0,0.045,0,0.002,,0,0.011,0.004,0,0,0,0.023,0,0,0.004,0.008,1,http://hdl.handle.net/102.100.100/402995,POINT (148.23333 -42.59667)
combined_bgc_data.fid--1accc36f_191f80e2cba_47a7,NRS,Maria Island,MAI20220616,2022-06-16,2022-06-16 10:57:00,-42.5967,148.2333,15,30,MAI20220616_30,35.386,1,2104.03,1,2328.66,1,255.7,1,0,6,3.5,1,0.25,1,0.34,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid--1accc36f_191f80e2cba_47a8,NRS,Maria Island,MAI20220616,2022-06-16,2022-06-16 10:57:00,-42.5967,148.2333,15,40,MAI20220616_40,35.392,1,,9,,9,255.7,1,0,6,3.3,1,0.31,1,0.34,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid--1accc36f_191f80e2cba_47a9,NRS,Maria Island,MAI20220616,2022-06-16,2022-06-16 10:57:00,-42.5967,148.2333,15,50,MAI20220616_50,35.387,1,2102.11,1,2326.29,1,255.8,1,0,6,3.2,1,0.33,1,0.34,1,1,1,,,,,1070,1,13774,1,9285.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/403006,POINT (148.23333 -42.59667)
combined_bgc_data.fid--1accc36f_191f80e2cba_47aa,NRS,Maria Island,MAI20220616,2022-06-16,2022-06-16 10:57:00,-42.5967,148.2333,15,60,MAI20220616_60,35.391,1,,9,,9,256.3,1,0,6,3.2,1,0.34,1,0.34,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid--1accc36f_191f80e2cba_47ab,NRS,Maria Island,MAI20220616,2022-06-16,2022-06-16 10:57:00,-42.5967,148.2333,15,75,MAI20220616_75,35.395,1,2101.69,1,2327.87,1,257.5,1,0.06,1,3.2,1,0.35,1,0.33,1,1.1,1,,,,,1340.5,1,13110.5,1,8136,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid--1accc36f_191f80e2cba_47ac,NRS,Maria Island,MAI20220616,2022-06-16,2022-06-16 10:57:00,-42.5967,148.2333,15,85,MAI20220616_85,35.396,1,2102.9,1,2327.52,1,257.4,1,0.07,1,3.2,1,0.35,1,0.36,1,1.1,1,,,,,1219,1,13161,1,8654,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/400879,POINT (148.23333 -42.59667)
combined_bgc_data.fid--1accc36f_191f80e2cba_47ad,NRS,Maria Island,MAI20220704,2022-07-04,2022-07-04 10:43:00,-42.5967,148.2333,20,0,MAI20220704_0,35.306,1,2110.34,1,2326.11,1,259.6,1,0,6,4.1,1,0,6,0.41,1,1.1,1,0.1,0.1,0.3,0,3063,1,17404.5,1,11119,1,0.015,0.011,0,0,,,0.043,0,0.365,0.085,0,0.055,0.037,,0.026,,0.016,0.001,0,0.365,0,0.085,0,0,0.039,0,0.064,0,0.001,,0,0.011,0.004,0,0,0,0.028,0,0,0.009,0.009,1,http://hdl.handle.net/102.100.100/400857,POINT (148.23333 -42.59667)
combined_bgc_data.fid--1accc36f_191f80e2cba_47ae,NRS,Maria Island,MAI20220704,2022-07-04,2022-07-04 10:43:00,-42.5967,148.2333,20,10,MAI20220704_10,35.305,1,2110.18,1,2327.01,1,259.3,1,0,6,4.1,1,0,6,0.4,1,1.1,1,,,,,2859,1,18169.5,1,13337,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid--1accc36f_191f80e2cba_47af,NRS,Maria Island,MAI20220704,2022-07-04,2022-07-04 10:43:00,-42.5967,148.2333,20,20,MAI20220704_20,35.305,1,,9,,9,259.5,1,0,6,4.1,1,0,6,0.4,1,1.1,1,,,,,3024.5,1,16877.5,1,13076.5,1,0.014,0.011,0,0,,,0.042,0,0.365,0.083,0,0.053,0.024,,0.019,,0.012,0.001,0,0.365,0,0.083,0,0,0.04,0,0.062,0,0.002,,0,0.012,0.005,0,0,0,0.027,0,0,0.007,0.01,1,http://hdl.handle.net/102.100.100/403007,POINT (148.23333 -42.59667)
combined_bgc_data.fid--1accc36f_191f80e2cba_47b0,NRS,Maria Island,MAI20220704,2022-07-04,2022-07-04 10:43:00,-42.5967,148.2333,20,30,MAI20220704_30,35.305,1,2111.29,1,2326.45,1,259.6,1,0,6,4.1,1,0,6,0.4,1,1.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid--1accc36f_191f80e2cba_47b1,NRS,Maria Island,MAI20220704,2022-07-04,2022-07-04 10:43:00,-42.5967,148.2333,20,40,MAI20220704_40,35.306,1,,9,,9,259.3,1,0,6,4.1,1,0.1,1,0.4,1,1.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid--1accc36f_191f80e2cba_47b2,NRS,Maria Island,MAI20220704,2022-07-04,2022-07-04 10:43:00,-42.5967,148.2333,20,50,MAI20220704_50,35.306,1,2111.14,1,2326.7,1,259.3,1,0,6,4.1,1,0,6,0.4,1,1.1,1,,,,,2753.5,1,16531.5,1,12722,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/403013,POINT (148.23333 -42.59667)
combined_bgc_data.fid--1accc36f_191f80e2cba_47b3,NRS,Maria Island,MAI20220704,2022-07-04,2022-07-04 10:43:00,-42.5967,148.2333,20,60,MAI20220704_60,35.306,1,,9,,9,260.6,1,0,6,4.1,1,0.1,1,0.41,1,1.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid--1accc36f_191f80e2cba_47b4,NRS,Maria Island,MAI20220704,2022-07-04,2022-07-04 10:43:00,-42.5967,148.2333,20,75,MAI20220704_75,35.312,1,2111.47,1,2326.76,1,258.8,1,0,6,4.1,1,0.11,1,0.41,1,1.1,1,,,,,2580,1,16015,1,11187,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid--1accc36f_191f80e2cba_47b5,NRS,Maria Island,MAI20220704,2022-07-04,2022-07-04 10:43:00,-42.5967,148.2333,20,85,MAI20220704_85,35.315,1,2111.64,1,2327.04,1,259.3,1,0,6,4.1,1,0.12,1,0.4,1,1.1,1,,,,,1945,1,13687.5,1,9899.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/400881,POINT (148.23333 -42.59667)
combined_bgc_data.fid--1accc36f_191f80e2cba_47b6,NRS,Maria Island,MAI20220826,2022-08-26,2022-08-26 10:35:00,-42.5967,148.2333,22,0,MAI20220826_0,35.274,1,2111.48,1,2326.97,1,266.7,1,0.08,1,3.7,1,0.22,1,0.39,1,0.9,1,0.2,0.2,0.4,0,716,1,7287.5,1,7102.5,1,0.008,0.009,0,0,,,0.026,0,0.376,0.037,0,0.062,0.045,,0.053,,0.025,0.003,0,0.376,0,0.037,0,0,0.107,0,0.054,0,0,,0,0.004,0.004,0,0,0,0.013,0,0,0.005,0.004,0,http://hdl.handle.net/102.100.100/400858,POINT (148.23333 -42.59667)
combined_bgc_data.fid--1accc36f_191f80e2cba_47b7,NRS,Maria Island,MAI20220826,2022-08-26,2022-08-26 10:35:00,-42.5967,148.2333,22,10,MAI20220826_10,35.278,1,2112.77,1,2327.16,1,265.9,1,0.09,1,3.7,1,0.22,1,0.38,1,0.9,1,,,,,540,1,6472.5,1,6058,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid--1accc36f_191f80e2cba_47b8,NRS,Maria Island,MAI20220826,2022-08-26,2022-08-26 10:35:00,-42.5967,148.2333,22,20,MAI20220826_20,35.268,1,,9,,9,265.7,1,0.08,1,3.7,1,0.23,1,0.39,1,0.9,1,,,,,135.5,1,6622,1,5857,1,0.006,0.008,0,0,,,0.031,0,0.33,0.039,0,0.063,0.04,,0.072,,0.017,0.001,0,0.33,0,0.039,0,0,0.104,0,0.059,0,0,,0,0.005,0.004,0,0,0,0.014,0,0,0.004,0.003,0,http://hdl.handle.net/102.100.100/403008,POINT (148.23333 -42.59667)
combined_bgc_data.fid--1accc36f_191f80e2cba_47b9,NRS,Maria Island,MAI20220826,2022-08-26,2022-08-26 10:35:00,-42.5967,148.2333,22,30,MAI20220826_30,35.271,1,2112.5,1,2326.38,1,265.8,1,0.07,1,3.7,1,0.23,1,0.39,1,0.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid--1accc36f_191f80e2cba_47ba,NRS,Maria Island,MAI20220826,2022-08-26,2022-08-26 10:35:00,-42.5967,148.2333,22,40,MAI20220826_40,35.267,1,,9,,9,265.7,1,0.07,1,3.8,1,0.23,1,0.38,1,0.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid--1accc36f_191f80e2cba_47bb,NRS,Maria Island,MAI20220826,2022-08-26,2022-08-26 10:35:00,-42.5967,148.2333,22,50,MAI20220826_50,35.273,1,2112.51,1,2326.05,1,265.2,1,0.07,1,3.8,1,0.23,1,0.38,1,0.9,1,,,,,86.5,1,7000.5,1,5877,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/403014,POINT (148.23333 -42.59667)
combined_bgc_data.fid--1accc36f_191f80e2cba_47bc,NRS,Maria Island,MAI20220826,2022-08-26,2022-08-26 10:35:00,-42.5967,148.2333,22,60,MAI20220826_60,35.257,1,,9,,9,265.7,1,0.12,1,3.8,1,0.25,1,0.39,1,0.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid--1accc36f_191f80e2cba_47bd,NRS,Maria Island,MAI20220826,2022-08-26,2022-08-26 10:35:00,-42.5967,148.2333,22,75,MAI20220826_75,35.251,1,2112.11,1,2325.15,1,265.7,1,0.08,1,3.7,1,0.26,1,0.37,1,0.9,1,,,,,296,1,7422.5,1,6284.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid--1accc36f_191f80e2cba_47be,NRS,Maria Island,MAI20220826,2022-08-26,2022-08-26 10:35:00,-42.5967,148.2333,22,85,MAI20220826_85,35.252,1,2112.51,1,2324.85,1,265.9,1,0.08,1,3.5,1,0.24,1,0.37,1,0.8,1,,,,,246.5,1,8157,1,5786.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/400882,POINT (148.23333 -42.59667)
combined_bgc_data.fid--1accc36f_191f80e2cba_47bf,NRS,Maria Island,MAI20220919,2022-09-19,2022-09-20 09:45:00,-42.5967,148.2333,17,0,MAI20220919_0,35.115,1,2097.8,1,2315.93,1,269.1,1,0.23,1,3.1,1,0.17,1,0.33,1,0.9,1,0.1,0.1,0.4,0,496.5,1,6564.5,1,19362.5,1,0.034,0.016,0,0,,,0.025,0,0.612,0.116,0,0.097,0.054,,0.032,,0.044,0.006,0,0.612,0,0.116,0,0,0.067,0,0.098,0,0,,0,0.015,0.037,0,0,0,0.042,0,0,0.02,0.005,0,http://hdl.handle.net/102.100.100/400901,POINT (148.23333 -42.59667)
combined_bgc_data.fid--1accc36f_191f80e2cba_47c0,NRS,Maria Island,MAI20220919,2022-09-19,2022-09-20 09:45:00,-42.5967,148.2333,17,10,MAI20220919_10,35.118,1,2096.64,1,2315.46,1,268.8,1,0.25,1,3.1,1,0.17,1,0.34,1,0.8,1,,,,,377,1,6246,1,17494.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid--1accc36f_191f80e2cba_47c1,NRS,Maria Island,MAI20220919,2022-09-19,2022-09-20 09:45:00,-42.5967,148.2333,17,20,MAI20220919_20,35.117,1,,9,,9,268.2,1,0.27,1,3.1,1,0.17,1,0.34,1,0.9,1,,,,,385.5,1,6193,1,17518.5,1,0.035,0.017,0,0,,,0.025,0,0.596,0.138,0,0.111,0.055,,0.063,,0.04,0.005,0,0.596,0,0.138,0,0,0.067,0,0.096,0,0,,0,0.019,0.05,0,0,0,0.049,0,0,0.016,0.004,0,,POINT (148.23333 -42.59667)
combined_bgc_data.fid--1accc36f_191f80e2cba_47c2,NRS,Maria Island,MAI20220919,2022-09-19,2022-09-20 09:45:00,-42.5967,148.2333,17,30,MAI20220919_30,35.121,1,2099.26,1,2316.41,1,267.2,1,0.33,1,3.2,1,0.17,1,0.34,1,0.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid--1accc36f_191f80e2cba_47c3,NRS,Maria Island,MAI20220919,2022-09-19,2022-09-20 09:45:00,-42.5967,148.2333,17,40,MAI20220919_40,35.225,1,,9,,9,262.4,1,0.43,1,4.4,1,0.22,1,0.43,1,1.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid--1accc36f_191f80e2cba_47c4,NRS,Maria Island,MAI20220919,2022-09-19,2022-09-20 09:45:00,-42.5967,148.2333,17,50,MAI20220919_50,35.233,1,2107.39,1,2322.24,1,261.7,1,0.49,1,4.3,1,0.23,1,0.42,1,1.3,1,,,,,129.5,1,1418,1,2459.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid--1accc36f_191f80e2cba_47c5,NRS,Maria Island,MAI20220919,2022-09-19,2022-09-20 09:45:00,-42.5967,148.2333,17,60,MAI20220919_60,35.249,1,,9,,9,262.8,1,0.52,1,3.7,1,0.24,1,0.4,1,1.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid--1accc36f_191f80e2cba_47c6,NRS,Maria Island,MAI20220919,2022-09-19,2022-09-20 09:45:00,-42.5967,148.2333,17,75,MAI20220919_75,35.265,1,2110.71,1,2326.09,1,263.1,1,0.58,1,3.3,1,0.24,1,0.4,1,1.2,1,,,,,120,1,1515.5,1,3979,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid--1accc36f_191f80e2cba_47c7,NRS,Maria Island,MAI20220919,2022-09-19,2022-09-20 09:45:00,-42.5967,148.2333,17,85,MAI20220919_85,35.267,1,2110.78,1,2326.09,1,263.2,1,0.58,1,3.3,1,0.24,1,0.39,1,1.2,1,,,,,104.5,1,1774.5,1,3923,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/400920,POINT (148.23333 -42.59667)
combined_bgc_data.fid--1accc36f_191f80e2cba_47c8,NRS,Maria Island,MAI20221107,2022-11-07,2022-11-08 10:52:00,-42.5967,148.2333,24,0,MAI20221107_0,34.966,1,2052.31,1,2305.66,1,281.8,1,0,6,0.2,1,0,6,0.08,1,0,6,0.1,0.1,0.4,0,558,1,124,1,4210,1,0,0.004,0,0,,,0.003,0,0.12,0.003,0,0.04,0.017,,0.107,,0.026,0.008,0,0.12,0,0.003,0,0,0.089,0,0.015,0,0,,0,0.001,0.015,0,0,0,0.002,0,0,0.001,0.002,0,http://hdl.handle.net/102.100.100/400902,POINT (148.23333 -42.59667)
combined_bgc_data.fid--1accc36f_191f80e2cba_47c9,NRS,Maria Island,MAI20221107,2022-11-07,2022-11-08 10:52:00,-42.5967,148.2333,24,10,MAI20221107_10,35.066,1,2078.52,1,2311.23,1,269.3,1,0.29,1,0.4,1,0,6,0.15,1,0.3,1,,,,,90.5,1,163,1,4412.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid--1accc36f_191f80e2cba_47ca,NRS,Maria Island,MAI20221107,2022-11-07,2022-11-08 10:52:00,-42.5967,148.2333,24,20,MAI20221107_20,35.121,1,,9,,9,261.1,1,0.47,1,1.7,1,0.27,1,0.22,1,1.2,1,,,,,137,1,153.5,1,13202,1,0.009,0.009,0,0,,,0.019,0,0.422,0.055,0,0.081,0.061,,0.046,,0.016,0.002,0,0.422,0,0.055,0,0,0.085,0,0.067,0,0,,0,0.007,0.014,0,0,0,0.03,0,0,0.005,0,0,,POINT (148.23333 -42.59667)
combined_bgc_data.fid--1accc36f_191f80e2cba_47cb,NRS,Maria Island,MAI20221107,2022-11-07,2022-11-08 10:52:00,-42.5967,148.2333,24,30,MAI20221107_30,35.125,1,2088.54,1,2315.1,1,261.2,1,0.48,1,1.7,1,0.3,1,0.23,1,1.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid--1accc36f_191f80e2cba_47cc,NRS,Maria Island,MAI20221107,2022-11-07,2022-11-08 10:52:00,-42.5967,148.2333,24,40,MAI20221107_40,35.197,1,,9,,9,268.9,1,0.09,1,0.5,1,0.19,1,0.16,1,0.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid--1accc36f_191f80e2cba_47cd,NRS,Maria Island,MAI20221107,2022-11-07,2022-11-08 10:52:00,-42.5967,148.2333,24,50,MAI20221107_50,35.181,1,2096.11,1,2317.27,1,260.3,1,0.16,1,1.7,1,0.53,1,0.23,1,0.6,1,,,,,399.5,1,786.5,1,2654,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid--1accc36f_191f80e2cba_47ce,NRS,Maria Island,MAI20221107,2022-11-07,2022-11-08 10:52:00,-42.5967,148.2333,24,60,MAI20221107_60,35.207,1,,9,,9,250,1,0.14,1,4.3,1,0.6,1,0.37,1,0.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid--1accc36f_191f80e2cba_47cf,NRS,Maria Island,MAI20221107,2022-11-07,2022-11-08 10:52:00,-42.5967,148.2333,24,75,MAI20221107_75,35.211,1,2116.83,1,2315.44,1,244.2,1,0,6,6,1,0.47,1,0.51,1,2.2,1,,,,,715.5,1,1523,1,1984,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid--1accc36f_191f80e2cba_47d0,NRS,Maria Island,MAI20221107,2022-11-07,2022-11-08 10:52:00,-42.5967,148.2333,24,85,MAI20221107_85,35.209,1,2116.8,1,2316.53,1,244.2,1,0,6,6,1,0.46,1,0.5,1,2.2,1,,,,,281,1,1532.5,1,1633.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/400919,POINT (148.23333 -42.59667)
combined_bgc_data.fid--1accc36f_191f80e2cba_47d1,NRS,Maria Island,MAI20221123,2022-11-23,2022-11-24 10:30:00,-42.5967,148.2333,18,0,MAI20221123_0,35.12,1,2081.73,1,2312.82,1,264.2,1,0.19,1,1.2,1,0.19,1,0.2,1,0.5,1,0.1,0.1,0.6,0,148.5,1,6311,1,13256.5,1,0.013,0.014,0,0,,,0.016,0,0.79,0.051,0,0.134,0.061,,0.115,,0.076,0.007,0,0.79,0,0.051,0,0,0.31,0,0.045,0,0,,0,0.006,0.011,0,0,0,0.02,0,0,0.008,0.003,0,http://hdl.handle.net/102.100.100/400903,POINT (148.23333 -42.59667)
combined_bgc_data.fid--1accc36f_191f80e2cba_47d2,NRS,Maria Island,MAI20221123,2022-11-23,2022-11-24 10:30:00,-42.5967,148.2333,18,10,MAI20221123_10,35.15,1,2082.04,1,2314.46,1,261,1,0.2,1,1.7,1,0.23,1,0.23,1,0.7,1,,,,,518.5,1,13102,1,19093,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid--1accc36f_191f80e2cba_47d3,NRS,Maria Island,MAI20221123,2022-11-23,2022-11-24 10:30:00,-42.5967,148.2333,18,20,MAI20221123_20,35.152,1,,9,,9,261.5,1,0.22,1,1.6,1,0.21,1,0.21,1,0.7,1,,,,,286,1,14308.5,1,20173.5,1,0.045,0.031,0,0,,,0.035,0,1.221,0.116,0,0.212,0.081,,0.115,,0.054,0.004,0,1.221,0,0.116,0,0,0.333,0,0.077,0,0,,0,0.014,0.014,0,0,0,0.035,0,0,0.009,0.005,0,,POINT (148.23333 -42.59667)
combined_bgc_data.fid--1accc36f_191f80e2cba_47d4,NRS,Maria Island,MAI20221123,2022-11-23,2022-11-24 10:30:00,-42.5967,148.2333,18,30,MAI20221123_30,35.153,1,2084.85,1,2314.86,1,261.8,1,0.21,1,1.8,1,0.23,1,0.25,1,0.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid--1accc36f_191f80e2cba_47d5,NRS,Maria Island,MAI20221123,2022-11-23,2022-11-24 10:30:00,-42.5967,148.2333,18,40,MAI20221123_40,35.15,1,,9,,9,259.2,1,0.26,1,2,1,0.26,1,0.26,1,0.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid--1accc36f_191f80e2cba_47d6,NRS,Maria Island,MAI20221123,2022-11-23,2022-11-24 10:30:00,-42.5967,148.2333,18,50,MAI20221123_50,35.134,1,2090.32,1,2313.31,1,257.8,1,0.38,1,2.3,1,0.31,1,0.31,1,1,1,,,,,142.5,1,7308.5,1,16072.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid--1accc36f_191f80e2cba_47d7,NRS,Maria Island,MAI20221123,2022-11-23,2022-11-24 10:30:00,-42.5967,148.2333,18,60,MAI20221123_60,35.14,1,,9,,9,256.4,1,0.34,1,2.5,1,0.32,1,0.3,1,1.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid--1accc36f_191f80e2cba_47d8,NRS,Maria Island,MAI20221123,2022-11-23,2022-11-24 10:30:00,-42.5967,148.2333,18,75,MAI20221123_75,35.152,1,2091.18,1,2314.48,1,256.7,1,0.29,1,2.6,1,0.33,1,0.29,1,1.1,1,,,,,322,1,11719,1,20747,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid--1accc36f_191f80e2cba_47d9,NRS,Maria Island,MAI20221123,2022-11-23,2022-11-24 10:30:00,-42.5967,148.2333,18,85,MAI20221123_85,35.153,1,2091.92,1,2314.4,1,259.9,1,0.31,1,2.7,1,0.33,1,0.3,1,1.2,1,,,,,67,1,10835.5,1,18621.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/400921,POINT (148.23333 -42.59667)
