FID,Project,StationName,TripCode,TripDate_UTC,SampleTime_Local,Latitude,Longitude,SecchiDepth_m,SampleDepth_m,SampleID,Salinity,Salinity_flag,DIC_umolkg,DIC_flag,Alkalinity_umolkg,Alkalinity_flag,Oxygen_umolL,Oxygen_flag,Ammonium_umolL,Ammonium_flag,Nitrate_umolL,Nitrate_flag,Nitrite_umolL,Nitrite_flag,Phosphate_umolL,Phosphate_flag,Silicate_umolL,Silicate_flag,TSSorganic_mgL,TSSinorganic_mgL,TSS_mgL,TSSall_flag,Prochlorococcus_cellsmL,Prochlorococcus_flag,Synechococcus_cellsmL,Synechococcus_flag,Picoeukaryotes_cellsmL,Picoeukaryotes_flag,Allo_mgm3,AlphaBetaCar_mgm3,Anth_mgm3,Asta_mgm3,BetaBetaCar_mgm3,BetaEpiCar_mgm3,Butfuco_mgm3,Cantha_mgm3,CphlA_mgm3,CphlB_mgm3,CphlC1_mgm3,CphlC2_mgm3,CphlC3_mgm3,CphlC1C2_mgm3,CphlideA_mgm3,Diadchr_mgm3,Diadino_mgm3,Diato_mgm3,Dino_mgm3,DvCphlA+CphlA_mgm3,DvCphlA_mgm3,DvCphlB+CphlB_mgm3,DvCphlB_mgm3,Echin_mgm3,Fuco_mgm3,Gyro_mgm3,Hexfuco_mgm3,Ketohexfuco_mgm3,Lut_mgm3,Lyco_mgm3,MgDvp_mgm3,Neo_mgm3,Perid_mgm3,PhideA_mgm3,PhytinA_mgm3,PhytinB_mgm3,Pras_mgm3,PyrophideA_mgm3,PyrophytinA_mgm3,Viola_mgm3,Zea_mgm3,Pigments_flag,AustralianMicrobiomeId,geom
combined_bgc_data.fid--1accc36f_191f80e2cba_3cc7,NRS,Darwin,DAR20120729_1630,2012-07-29,2012-07-30 02:00:00,-12.4,130.768,,6,DAR20120729_1630_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011,0.038,0,0,,,0,0,0.609,0.095,0.025,0.05,0.037,,0,0,0.02,0,0,0.609,0,0.095,0,0,0.162,0,0.024,0,0,0,0,0,0,0,0,0,0.026,0,0,0,0.082,0,,POINT (130.76805 -12.4)
combined_bgc_data.fid--1accc36f_191f80e2cba_3cc8,NRS,Darwin,DAR20120729_1630,2012-07-29,2012-07-30 02:00:00,-12.4,130.768,,WC,DAR20120729_1630_WC,,,,,,,,,,,,,,,,,,,10.4,10.4,11.9,0,0,6,136285,1,5492,1,0,0.029,0,0,,,0,0,0.533,0.043,0,0.044,0.027,,0,0,0.013,0,0,0.533,0,0.043,0,0,0.135,0,0.023,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0.07,0,,POINT (130.76805 -12.4)
combined_bgc_data.fid--1accc36f_191f80e2cba_3cc9,NRS,Darwin,DAR20120729_1930,2012-07-29,2012-07-30 05:15:00,-12.4,130.768,,0,DAR20120729_1930_0,34.004,1,1977.25,1,2279.07,1,,9,0.06,1,0,1,,9,0.17,1,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (130.76805 -12.4)
combined_bgc_data.fid--1accc36f_191f80e2cba_3cca,NRS,Darwin,DAR20120729_1930,2012-07-29,2012-07-30 05:15:00,-12.4,130.768,,10,DAR20120729_1930_10,34.005,1,1977.29,1,2273.09,1,,9,0.24,1,0,1,,9,0.18,1,7.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (130.76805 -12.4)
combined_bgc_data.fid--1accc36f_191f80e2cba_3ccb,NRS,Darwin,DAR20120729_1930,2012-07-29,2012-07-30 05:15:00,-12.4,130.768,,20,DAR20120729_1930_20,34.007,1,1977.42,1,2277.47,1,,9,0.1,1,0.1,1,,9,0.21,1,7.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (130.76805 -12.4)
combined_bgc_data.fid--1accc36f_191f80e2cba_3ccc,NRS,Darwin,DAR20120729_1930,2012-07-29,2012-07-30 05:01:00,-12.4,130.768,,22,DAR20120729_1930_22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.036,0,0,,,0,0,0.504,0.072,0,0.04,0.027,,0,0,0.015,0,0,0.504,0,0.072,0,0,0.102,0,0.03,0,0,0,0,0,0,0,0,0,0.024,0,0,0,0.078,0,,POINT (130.76805 -12.4)
combined_bgc_data.fid--1accc36f_191f80e2cba_3ccd,NRS,Darwin,DAR20120729_1930,2012-07-29,2012-07-30 05:00:00,-12.4,130.768,,6,DAR20120729_1930_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.034,0,0,,,0,0,0.51,0.077,0,0.043,0.032,,0,0,0.012,0,0,0.51,0,0.077,0,0,0.099,0,0.027,0,0,0,0,0,0,0,0,0,0.021,0,0,0,0.083,0,,POINT (130.76805 -12.4)
combined_bgc_data.fid--1accc36f_191f80e2cba_3cce,NRS,Darwin,DAR20120729_1930,2012-07-29,2012-07-30 05:00:00,-12.4,130.768,,WC,DAR20120729_1930_WC,,,,,,,,,,,,,,,,,,,9.4,9.4,12.1,0,0,6,151415.5,1,7676,1,0.015,0.044,0,0,,,0,0,0.53,0.059,0,0.046,0.033,,0,0,0.021,0,0,0.53,0,0.059,0,0,0.115,0,0.033,0,0,0,0,0,0,0,0,0,0.026,0,0,0,0.087,0,,POINT (130.76805 -12.4)
combined_bgc_data.fid--1accc36f_191f80e2cba_3ccf,NRS,Darwin,DAR20120729_2230,2012-07-29,2012-07-30 08:15:00,-12.4,130.768,4,0,DAR20120729_2230_0,33.993,1,1974.54,1,2259.67,1,,9,0.49,1,0,1,,9,0.17,1,8.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (130.76805 -12.4)
combined_bgc_data.fid--1accc36f_191f80e2cba_3cd0,NRS,Darwin,DAR20120729_2230,2012-07-29,2012-07-30 08:15:00,-12.4,130.768,4,10,DAR20120729_2230_10,33.991,1,1975.31,1,2263.97,1,,9,0.16,1,0,1,,9,0.19,1,6.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (130.76805 -12.4)
combined_bgc_data.fid--1accc36f_191f80e2cba_3cd1,NRS,Darwin,DAR20120729_2230,2012-07-29,2012-07-30 08:15:00,-12.4,130.768,4,20,DAR20120729_2230_20,33.993,1,1973.62,1,2267.69,1,,9,0.2,1,0,1,,9,0.19,1,8.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (130.76805 -12.4)
combined_bgc_data.fid--1accc36f_191f80e2cba_3cd2,NRS,Darwin,DAR20120729_2230,2012-07-29,2012-07-30 08:00:00,-12.4,130.768,4,22,DAR20120729_2230_22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.043,0,0,,,0,0,0.645,0.067,0.022,0.051,0.025,,0,0,0.019,0,0,0.645,0,0.067,0,0,0.171,0,0.027,0,0,0,0,0,0,0,0,0,0.021,0,0,0,0.09,0,,POINT (130.76805 -12.4)
combined_bgc_data.fid--1accc36f_191f80e2cba_3cd3,NRS,Darwin,DAR20120729_2230,2012-07-29,2012-07-30 08:00:00,-12.4,130.768,4,6,DAR20120729_2230_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012,0.043,0,0,,,0,0,0.584,0.051,0.022,0.05,0.034,,0,0,0.018,0,0,0.584,0,0.051,0,0,0.156,0,0.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077,0,,POINT (130.76805 -12.4)
combined_bgc_data.fid--1accc36f_191f80e2cba_3cd4,NRS,Darwin,DAR20120729_2230,2012-07-29,2012-07-30 08:00:00,-12.4,130.768,4,WC,DAR20120729_2230_WC,,,,,,,,,,,,,,,,,,,12.6,12.6,10.7,0,0,6,133481.5,1,5602,1,0,0.049,0,0,,,0,0,0.662,0.058,0.026,0.049,0.035,,0,0,0.02,0,0,0.662,0,0.058,0,0,0.186,0,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089,0,,POINT (130.76805 -12.4)
combined_bgc_data.fid--1accc36f_191f80e2cba_3cd5,NRS,Darwin,DAR20120730_0130,2012-07-30,2012-07-30 11:15:00,-12.4,130.768,4,0,DAR20120730_0130_0,34.003,1,1972.29,1,2270.91,1,,9,0.25,1,0,1,,9,0.18,1,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (130.76805 -12.4)
combined_bgc_data.fid--1accc36f_191f80e2cba_3cd6,NRS,Darwin,DAR20120730_0130,2012-07-30,2012-07-30 11:15:00,-12.4,130.768,4,10,DAR20120730_0130_10,34.065,1,1971.85,1,2271.69,1,,9,0.09,1,0.1,1,,9,0.17,1,8.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (130.76805 -12.4)
combined_bgc_data.fid--1accc36f_191f80e2cba_3cd7,NRS,Darwin,DAR20120730_0130,2012-07-30,2012-07-30 11:15:00,-12.4,130.768,4,20,DAR20120730_0130_20,33.993,1,1972.58,1,2269.63,1,,9,0.11,1,0,1,,9,0.17,1,8.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (130.76805 -12.4)
combined_bgc_data.fid--1accc36f_191f80e2cba_3cd8,NRS,Darwin,DAR20120730_0130,2012-07-30,2012-07-30 11:00:00,-12.4,130.768,4,22,DAR20120730_0130_22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,0.054,0,0,,,0,0,0.754,0.085,0.026,0.054,0.035,,0,0,0.02,0,0,0.754,0,0.085,0,0,0.154,0,0.037,0,0,0,0,0.008,0,0,0,0,0.025,0,0,0,0.126,0,,POINT (130.76805 -12.4)
combined_bgc_data.fid--1accc36f_191f80e2cba_3cd9,NRS,Darwin,DAR20120730_0130,2012-07-30,2012-07-30 11:00:00,-12.4,130.768,4,6,DAR20120730_0130_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016,0.057,0,0,,,0,0,0.877,0.088,0.032,0.07,0.047,,0,0,0.026,0,0,0.877,0,0.088,0,0,0.195,0,0.038,0,0,0,0,0.008,0,0,0,0,0.022,0,0,0,0.14,0,,POINT (130.76805 -12.4)
combined_bgc_data.fid--1accc36f_191f80e2cba_3cda,NRS,Darwin,DAR20120730_0130,2012-07-30,2012-07-30 11:00:00,-12.4,130.768,4,WC,DAR20120730_0130_WC,,,,,,,,,,,,,,,,,,,5.5,5.5,7.5,0,0,6,132615.5,1,4986,1,0.013,0.053,0,0,,,0,0,0.838,0.092,0.019,0.062,0.042,,0,0,0.022,0,0,0.838,0,0.092,0,0,0.188,0,0.035,0,0,0,0,0,0,0,0,0,0.021,0,0,0,0.124,0,,POINT (130.76805 -12.4)
combined_bgc_data.fid--1accc36f_191f80e2cba_3cdb,NRS,Darwin,DAR20121030,2012-10-30,2012-10-31 08:06:00,-12.4,130.768,1.8,0,DAR20121030_0,34.668,2,2003.53,1,2285.3,1,,9,0.42,1,0.2,1,,9,0.36,1,6.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (130.76805 -12.4)
combined_bgc_data.fid--1accc36f_191f80e2cba_3cdc,NRS,Darwin,DAR20121030,2012-10-30,2012-10-31 08:06:00,-12.4,130.768,1.8,10,DAR20121030_10,34.395,2,2005.26,1,2288.81,1,,9,0.14,1,0.2,1,,9,0.37,1,6.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (130.76805 -12.4)
combined_bgc_data.fid--1accc36f_191f80e2cba_3cdd,NRS,Darwin,DAR20121030,2012-10-30,2012-10-31 08:06:00,-12.4,130.768,1.8,20,DAR20121030_20,34.695,2,2006.71,1,2285.05,1,,9,0.15,1,0.2,1,,9,0.38,1,6.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (130.76805 -12.4)
combined_bgc_data.fid--1accc36f_191f80e2cba_3cde,NRS,Darwin,DAR20121030,2012-10-30,2012-10-31 08:06:00,-12.4,130.768,1.8,23,DAR20121030_23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012,0.062,0,0.021,,,0,0,1.204,0.059,0.051,0.084,0.019,,0,0,0.04,0,0,1.204,0,0.059,0,0,0.437,0,0.026,0,0,0,0,0.006,0,0,0,0,0.023,0,0,0.006,0.105,0,,POINT (130.76805 -12.4)
combined_bgc_data.fid--1accc36f_191f80e2cba_3cdf,NRS,Darwin,DAR20121030,2012-10-30,2012-10-31 08:06:00,-12.4,130.768,1.8,6,DAR20121030_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,0.053,0,0.012,,,0,0,0.937,0.049,0.038,0.076,0.027,,0,0,0.035,0,0,0.937,0,0.049,0,0,0.311,0,0.03,0,0,0,0,0.006,0,0,0,0,0.021,0,0,0.005,0.101,0,,POINT (130.76805 -12.4)
combined_bgc_data.fid--1accc36f_191f80e2cba_3ce0,NRS,Darwin,DAR20121030,2012-10-30,2012-10-31 08:06:00,-12.4,130.768,1.8,WC,DAR20121030_WC,,,,,,,,,,,,,,,,,,,8.6,8.6,11.4,0,0,6,48688,1,1727.5,1,0,0.04,0,0.019,,,0,0,0.985,0.024,0.047,0.083,0.013,,0,0,0.058,0,0,0.985,0,0.024,0,0,0.402,0,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082,0,,POINT (130.76805 -12.4)
combined_bgc_data.fid--1accc36f_191f80e2cba_3ce1,NRS,Darwin,DAR20121208_1630,2012-12-08,2012-12-09 02:00:00,-12.4,130.768,,0,DAR20121208_1630_0,34.512,1,1997.28,1,2289.15,1,,9,0.1,1,0.1,1,,9,0.28,1,6.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (130.76805 -12.4)
combined_bgc_data.fid--1accc36f_191f80e2cba_3ce2,NRS,Darwin,DAR20121208_1630,2012-12-08,2012-12-09 02:00:00,-12.4,130.768,,10,DAR20121208_1630_10,34.512,1,1997.51,1,2291.62,1,,9,0.29,1,0.1,1,,9,0.27,1,6.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (130.76805 -12.4)
combined_bgc_data.fid--1accc36f_191f80e2cba_3ce3,NRS,Darwin,DAR20121208_1630,2012-12-08,2012-12-09 02:00:00,-12.4,130.768,,20,DAR20121208_1630_20,34.514,1,1997.6,1,2288.42,1,,9,0.11,1,0.1,1,,9,0.25,1,6.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (130.76805 -12.4)
combined_bgc_data.fid--1accc36f_191f80e2cba_3ce4,NRS,Darwin,DAR20121208_1630,2012-12-08,2012-12-09 02:00:00,-12.4,130.768,,21,DAR20121208_1630_21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,0.027,0,0.005,,,0,0,0.415,0.042,0.013,0.042,0.026,,0,0,0.015,0,0,0.415,0,0.042,0,0,0.128,0,0.027,0,0,0,0,0,0,0,0,0,0.011,0,0,0,0.054,1,,POINT (130.76805 -12.4)
combined_bgc_data.fid--1accc36f_191f80e2cba_3ce5,NRS,Darwin,DAR20121208_1630,2012-12-08,2012-12-09 02:00:00,-12.4,130.768,,6,DAR20121208_1630_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.033,0,0.006,,,0,0,0.472,0.044,0.018,0.051,0.026,,0,0,0.019,0,0,0.472,0,0.044,0,0,0.156,0,0.031,0,0,0,0,0.005,0,0,0,0,0.013,0,0,0.003,0.062,1,,POINT (130.76805 -12.4)
combined_bgc_data.fid--1accc36f_191f80e2cba_3ce6,NRS,Darwin,DAR20121208_1630,2012-12-08,2012-12-09 02:00:00,-12.4,130.768,,WC,DAR20121208_1630_WC,,,,,,,,,,,,,,,,,,,4.1,4.1,4.9,0,0,6,79800.5,1,2614.5,1,0.006,0.024,0,0.007,,,0,0,0.355,0.036,0.015,0.04,0.025,,0,0,0.014,0,0,0.355,0,0.036,0,0,0.115,0,0.024,0,0,0,0,0,0,0,0,0,0.008,0,0,0.002,0.047,1,,POINT (130.76805 -12.4)
combined_bgc_data.fid--1accc36f_191f80e2cba_3ce7,NRS,Darwin,DAR20121208_2000,2012-12-08,2012-12-09 05:30:00,-12.4,130.768,,0,DAR20121208_2000_0,34.52,1,1996.49,1,2292.76,1,,9,0.1,1,0.1,1,,9,0.24,1,6.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (130.76805 -12.4)
combined_bgc_data.fid--1accc36f_191f80e2cba_3ce8,NRS,Darwin,DAR20121208_2000,2012-12-08,2012-12-09 05:30:00,-12.4,130.768,,10,DAR20121208_2000_10,34.517,1,1996.04,1,2288.77,1,,9,0.08,1,0.2,1,,9,0.27,1,6.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (130.76805 -12.4)
combined_bgc_data.fid--1accc36f_191f80e2cba_3ce9,NRS,Darwin,DAR20121208_2000,2012-12-08,2012-12-09 05:30:00,-12.4,130.768,,20,DAR20121208_2000_20,34.516,1,1996.52,1,2287.77,1,,9,0.1,1,0,1,,9,0.23,1,6,1,,,,,,,,,,,0.005,0.029,0,0.007,,,0,0,0.353,0.032,0.014,0.035,0.019,,0,0,0.013,0,0,0.353,0,0.032,0,0,0.091,0,0.023,0,0,0,0,0,0,0,0,0,0.01,0,0,0.002,0.061,1,,POINT (130.76805 -12.4)
combined_bgc_data.fid--1accc36f_191f80e2cba_3cea,NRS,Darwin,DAR20121208_2000,2012-12-08,2012-12-09 05:45:00,-12.4,130.768,,6,DAR20121208_2000_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007,0.029,0,0.01,,,0,0,0.357,0.032,0.017,0.035,0.023,,0,0,0.013,0,0,0.357,0,0.032,0,0,0.093,0,0.022,0,0,0,0,0.003,0,0,0,0,0.009,0,0,0.004,0.065,1,,POINT (130.76805 -12.4)
combined_bgc_data.fid--1accc36f_191f80e2cba_3ceb,NRS,Darwin,DAR20121208_2000,2012-12-08,2012-12-09 05:45:00,-12.4,130.768,,WC,DAR20121208_2000_WC,,,,,,,,,,,,,,,,,,,3.3,3.3,3.9,0,0,6,82162.5,1,3853.5,1,0.005,0.03,0,0.009,,,0,0,0.34,0.033,0.014,0.037,0.02,,0,0,0.013,0,0,0.34,0,0.033,0,0,0.094,0,0.02,0,0,0,0,0.003,0,0,0,0,0.009,0,0,0.003,0.063,1,,POINT (130.76805 -12.4)
combined_bgc_data.fid--1accc36f_191f80e2cba_3cec,NRS,Darwin,DAR20121208_2330,2012-12-08,2012-12-09 09:00:00,-12.4,130.768,4.5,0,DAR20121208_2330_0,,9,1995.18,1,2286.78,1,,9,0.06,1,0.1,1,,9,0.26,1,6.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (130.76805 -12.4)
combined_bgc_data.fid--1accc36f_191f80e2cba_3ced,NRS,Darwin,DAR20121208_2330,2012-12-08,2012-12-09 09:00:00,-12.4,130.768,4.5,10,DAR20121208_2330_10,34.523,1,1994.55,1,2286.14,1,,9,0.07,1,0,1,,9,0.25,1,6.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (130.76805 -12.4)
combined_bgc_data.fid--1accc36f_191f80e2cba_3cee,NRS,Darwin,DAR20121208_2330,2012-12-08,2012-12-09 09:15:00,-12.4,130.768,4.5,19,DAR20121208_2330_19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.04,0,0.009,,,0,0,0.649,0.057,0.021,0.065,0.024,,0,0,0.022,0,0,0.649,0,0.057,0,0,0.169,0,0.027,0,0,0,0,0.006,0.011,0,0,0,0.017,0,0,0.004,0.081,1,,POINT (130.76805 -12.4)
combined_bgc_data.fid--1accc36f_191f80e2cba_3cef,NRS,Darwin,DAR20121208_2330,2012-12-08,2012-12-09 09:00:00,-12.4,130.768,4.5,20,DAR20121208_2330_20,34.532,1,1995.94,1,2287.84,1,,9,0.06,1,0.1,1,,9,0.25,1,6.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (130.76805 -12.4)
combined_bgc_data.fid--1accc36f_191f80e2cba_3cf0,NRS,Darwin,DAR20121208_2330,2012-12-08,2012-12-09 09:15:00,-12.4,130.768,4.5,6,DAR20121208_2330_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014,0.048,0,0.012,,,0,0,0.76,0.071,0.024,0.079,0.036,,0,0,0.037,0,0,0.76,0,0.071,0,0,0.199,0,0.031,0,0,0,0,0.006,0,0,0,0,0.019,0,0,0.009,0.117,1,,POINT (130.76805 -12.4)
combined_bgc_data.fid--1accc36f_191f80e2cba_3cf1,NRS,Darwin,DAR20121208_2330,2012-12-08,2012-12-09 09:15:00,-12.4,130.768,4.5,WC,DAR20121208_2330_WC,,,,,,,,,,,,,,,,,,,3.2,3.2,4,0,0,6,135524,1,4431,1,0.011,0.033,0,0.009,,,0,0,0.539,0.053,0.021,0.053,0.024,,0,0,0.025,0,0,0.539,0,0.053,0,0,0.141,0,0.023,0,0,0,0,0.005,0.011,0,0,0,0.015,0,0,0.006,0.084,1,,POINT (130.76805 -12.4)
combined_bgc_data.fid--1accc36f_191f80e2cba_3cf2,NRS,Darwin,DAR20121209_0300,2012-12-09,2012-12-09 12:30:00,-12.4,130.768,5,0,DAR20121209_0300_0,34.514,1,1989.66,1,2287.9,1,,9,0.14,1,0,1,,9,0.22,1,6.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (130.76805 -12.4)
combined_bgc_data.fid--1accc36f_191f80e2cba_3cf3,NRS,Darwin,DAR20121209_0300,2012-12-09,2012-12-09 12:30:00,-12.4,130.768,5,10,DAR20121209_0300_10,34.512,1,1996.67,1,2286.59,1,,9,0.13,1,0,1,,9,0.24,1,6.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (130.76805 -12.4)
combined_bgc_data.fid--1accc36f_191f80e2cba_3cf4,NRS,Darwin,DAR20121209_0300,2012-12-09,2012-12-09 12:30:00,-12.4,130.768,5,20,DAR20121209_0300_20,34.524,1,1999.44,1,2289.77,1,,9,0.15,1,0,1,,9,0.26,1,5.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (130.76805 -12.4)
combined_bgc_data.fid--1accc36f_191f80e2cba_3cf5,NRS,Darwin,DAR20121209_0300,2012-12-09,2012-12-09 12:45:00,-12.4,130.768,5,21,DAR20121209_0300_21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014,0.046,0,0.008,,,0,0,0.797,0.067,0.023,0.087,0.042,,0,0,0.022,0,0,0.797,0,0.067,0,0,0.229,0,0.034,0,0,0,0,0.007,0.01,0,0,0,0.02,0,0,0.004,0.085,1,,POINT (130.76805 -12.4)
combined_bgc_data.fid--1accc36f_191f80e2cba_3cf6,NRS,Darwin,DAR20121209_0300,2012-12-09,2012-12-09 12:45:00,-12.4,130.768,5,6,DAR20121209_0300_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,0.022,0,0.006,,,0,0,0.34,0.026,0.013,0.038,0.02,,0,0,0.022,0,0,0.34,0,0.026,0,0,0.098,0,0.026,0,0,0,0,0.003,0,0,0,0,0.008,0,0,0.005,0.062,1,,POINT (130.76805 -12.4)
combined_bgc_data.fid--1accc36f_191f80e2cba_3cf7,NRS,Darwin,DAR20121209_0300,2012-12-09,2012-12-09 12:45:00,-12.4,130.768,5,WC,DAR20121209_0300_WC,,,,,,,,,,,,,,,,,,,3.2,3.2,4.1,0,0,6,108213.5,1,2310,1,0.01,0.042,0,0.011,,,0,0,0.746,0.053,0.021,0.074,0.031,,0,0,0.039,0,0,0.746,0,0.053,0,0,0.206,0,0.042,0,0,0,0,0.005,0,0,0,0,0.012,0,0,0.006,0.113,1,,POINT (130.76805 -12.4)
combined_bgc_data.fid--1accc36f_191f80e2cba_3cf8,NRS,Darwin,DAR20130405,2013-04-05,2013-04-05 00:11:00,-12.4,130.768,4.5,0,DAR20130405_0,33.213,1,1939.45,2,2233.62,1,,9,0.01,1,0.4,1,,9,0.29,1,4.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (130.76805 -12.4)
combined_bgc_data.fid--1accc36f_191f80e2cba_3cf9,NRS,Darwin,DAR20130405,2013-04-05,2013-04-05 00:11:00,-12.4,130.768,4.5,10,DAR20130405_10,33.194,1,1929.1,2,2216.3,1,,9,0,1,0,1,,9,0.22,1,4.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (130.76805 -12.4)
combined_bgc_data.fid--1accc36f_191f80e2cba_3cfa,NRS,Darwin,DAR20130405,2013-04-05,2013-04-05 00:11:00,-12.4,130.768,4.5,20,DAR20130405_20,33.038,1,1920.58,2,2206.74,1,,9,0,1,0.4,1,,9,0.2,1,4.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (130.76805 -12.4)
combined_bgc_data.fid--1accc36f_191f80e2cba_3cfb,NRS,Darwin,DAR20130405,2013-04-05,2013-04-05 10:55:00,-12.4,130.768,4.5,25,DAR20130405_25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017,0.031,0,0,,,0,0,0.376,0.022,0.014,0.036,0,,0,0,0.011,0,0,0.376,0,0.022,0,0,0.104,0,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054,1,,POINT (130.76805 -12.4)
combined_bgc_data.fid--1accc36f_191f80e2cba_3cfc,NRS,Darwin,DAR20130405,2013-04-05,2013-04-05 10:42:00,-12.4,130.768,4.5,6,DAR20130405_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018,0.033,0,0,,,0,0,0.688,0.051,0.029,0.077,0.026,,0,0,0.025,0,0,0.688,0,0.051,0,0,0.21,0,0.015,0,0,0,0,0.004,0,0,0,0,0.011,0,0,0.003,0.064,1,,POINT (130.76805 -12.4)
combined_bgc_data.fid--1accc36f_191f80e2cba_3cfd,NRS,Darwin,DAR20130405,2013-04-05,2013-04-05 10:01:00,-12.4,130.768,4.5,WC,DAR20130405_WC,,,,,,,,,,,,,,,,,,,7.9,7.9,8.8,0,0,6,51870.5,1,614.5,1,0.006,0.019,0,0,,,0,0,0.388,0,0.025,0.042,0,,0,0,0.019,0,0,0.388,0,0,0,0,0.151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064,1,,POINT (130.76805 -12.4)
combined_bgc_data.fid--1accc36f_191f80e2cba_3cfe,NRS,Darwin,DAR20130617_0800,2013-06-17,2013-06-17 17:33:00,-12.4,130.768,3.5,0,DAR20130617_0800_0,34.132,1,1962.44,1,2259.11,1,,9,0.07,1,0,1,,9,0.24,1,5.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (130.76805 -12.4)
